Problem;Rationale;annotated_formula;linear_formula;category;id_question;difficulty;upload_timestamp;solved_timestamp;response_time
if an object travels at 8 feet per second , how many feet does it travel in forty five minutes ?;"""if an object travels at 8 feet per second it covers 8 x 60 feet in one minute , and 8 x 60 x 45 feet in forty five minutes . answer = 21600 answer : c""";multiply(multiply(const_3, const_60), const_60);multiply(const_3,const_60)|multiply(#0,const_60)|;physics;Q598;Easy;2023-07-02 08:24:00;2023-07-02 08:49:00;25,45
in arun ’ s opinion , his weight is greater than 65 kg but less than 72 kg . his brother doest not agree with arun and he thinks that arun ’ s weight is greater than 60 kg but less than 70 kg . his mother ’ s view is that his weight can not be greater than 68 kg . if all are them are correct in their estimation , what is the average of different probable weights of arun ?;explanation : let arun ’ s weight by x kg . according to arun , 65 < x < 72 according to arun ’ s brother , 60 < x < 70 . according to arun ’ s mother , x < = 68 the values satisfying all the above conditions are 66 , 67 and 68 . required average = [ 66 + 67 + 68 / 3 ] = [ 201 / 3 ] = 67 kg answer b;divide(add(add(subtract(68, const_1), subtract(subtract(68, const_1), const_1)), 68), const_3);subtract(n4,const_1)|subtract(#0,const_1)|add(#0,#1)|add(n4,#2)|divide(#3,const_3);general;Q654;Medium;2023-07-02 16:54:00;2023-07-02 17:31:00;37,91
robert left from a pvt company . management hold his salary rs . 15000 / - for one month . earlier robert borrowed rs . 7280 / - from company . but robert forget that . after one month robert asked his salary and accountant gives rs . 18500 / - to him . what is the incentive amount given to robert ?;"""total salary = rs . 15000 / - borrowed money = 7280 / - balance salary = 15000 - 7280 = 7720 paid amount = 18500 / - incentive amount = 18500 - 7720 = 10780 / - answer is c""";subtract(18500, 7280);subtract(n2,n1)|;general;Q325;Hard;2023-07-02 18:43:00;2023-07-02 19:45:00;62,6
ramu rides his bike at an average speed of 45 km / hr and reaches his desitination in 4 hours . somu covers the same distance in 6 hours . if ramu covered his journey at an average speed which was 9 km / hr less and somu covered his journey at an average speed which was 10 km / hr more , then the difference in their times taken to reach the destination would be ( in minutes ) .;distance travelled by ramu = 45 * 4 = 180 km somu travelled the same distance in 6 hours . his speed = 180 / 6 = 30 km / hr hence in the conditional case , ramu ' s speed = 45 - 9 = 36 km / hr and somu ' s speed = 30 + 10 = 40 km / hr . therefore travel time of ramu and somu would be 5 hours and 4.5 hours respectively . hence difference in the time taken = 0.5 hours = 30 minutes . answer : b;multiply(subtract(divide(multiply(45, 4), subtract(45, 9)), divide(multiply(45, 4), add(divide(multiply(45, 4), 6), 10))), const_60);multiply(n0,n1)|subtract(n0,n3)|divide(#0,#1)|divide(#0,n2)|add(n4,#3)|divide(#0,#4)|subtract(#2,#5)|multiply(#6,const_60);general;Q176;Easy;2023-07-02 22:43:00;2023-07-02 22:48:00;5,85
if â € œ * â €  is called â € œ + â €  , â € œ / â €  is called â € œ * â €  , â € œ - â €  is called â € œ / â €  , â € œ + â €  is called â € œ - â €  . 240 * 80 / 60 + 40 / 10 = ?;"""explanation : given : 240 * 80 / 60 + 40 / 10 = ? substituting the coded symbols for mathematical operations , we get , 240 / 80 - 60 * 40 - 10 = ? 3 - 2400 - 10 = - 2407 answer : b""";add(multiply(divide(60, 40), divide(240, 80)), 10);divide(n2,n3)|divide(n0,n1)|multiply(#0,#1)|add(n4,#2)|;general;Q040;Medium;2023-07-03 14:28:00;2023-07-03 14:50:00;22,48
in a certain game , each player scores either 2 points or 5 points . if n players score 2 points and m players score 5 points , and the total number of points scored is 50 , what is the least possible positive r difference between n and m ?;"""we have equation 2 n + 5 m = 50 we have factor 2 in first number and we have factor 5 in second number . lcm ( 2 , 5 ) = 10 so we can try some numbers and we should start from 5 because it will be less list than for 2 2 * 5 = 10 and n should be equal 20 4 * 5 = 20 and n should be equal 15 6 * 5 = 30 and n should be equal 10 8 * 5 = 40 and n should be equal 5 10 * 5 = 50 and n should be equal 0 third variant give us the mininal difference n - m = 10 - 6 = 4 and there is some mistake in my way of thinking because we do n ' t have such answer ) if we change the task and will seek for difference between m and n than minimal result r will be 8 - 5 = 3 and answer b""";subtract(5, 2);subtract(n1,n0)|;general;Q379;Hard;2023-07-03 14:42:00;2023-07-03 14:54:00;12,96
if shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is 750 m long from his house ?;speed = 4.5 * 5 / 18 = 1.25 m / sec time taken = 750 / 1.25 = 600 sec ie . 10 mins . answer : c;multiply(divide(divide(750, const_1000), 4.5), const_60);divide(n1,const_1000)|divide(#0,n0)|multiply(#1,const_60);physics;Q378;Easy;2023-07-04 06:30:00;2023-07-04 06:51:00;21,87
a library has an average of 510 visitors on sunday and 240 on other days . the average number of visitors per day in a month of 30 days beginning with a sunday is;sol . since the month begins with a sunday , so there will be five sundays in the month . ∴ required average = [ 510 x 5 + 240 x 25 / 30 ] = 8550 / 30 = 285 answer d;divide(add(multiply(add(const_4, const_1), 510), multiply(multiply(add(const_4, const_1), add(const_4, const_1)), 240)), 30);add(const_1,const_4)|multiply(n0,#0)|multiply(#0,#0)|multiply(n1,#2)|add(#1,#3)|divide(#4,n2);general;Q188;Medium;2023-07-04 15:55:00;2023-07-04 16:16:00;21,57
7 m - 20 = 2 m , then m + 7 is equal to ?;7 m - 20 = 2 m so , 5 m = 20 so , m + 7 = 11 answer : c;add(divide(20, subtract(7, 2)), 7);subtract(n0,n2)|divide(n1,#0)|add(n0,#1);general;Q635;Easy;2023-07-05 03:46:00;2023-07-05 04:05:00;19,41
which is greater than 16;"""66 greater than 16 . answer : b""";divide(divide(divide(divide(divide(divide(16, const_4), const_3), const_4), const_3), const_2), const_2);divide(n0,const_4)|divide(#0,const_3)|divide(#1,const_4)|divide(#2,const_3)|divide(#3,const_2)|divide(#4,const_2)|;general;Q645;Easy;2023-07-05 22:51:00;2023-07-05 23:09:00;18,72
two 100 multiples of 7 are chosen at random , and 300 multiples of 8 are chosen at random . approximately what percentage of the 500 selected numbers are odd ?;two hundred multiples of seven will have 100 even and 100 odd numbers 300 multiples of eight will have all even ( being multiple of 8 ) probability of number selected being odd = total odd numbers / total available numbers probability = 100 / 500 = 0.2 = 20 % answer : option a;multiply(divide(100, 500), const_100);divide(n0,n4)|multiply(#0,const_100);general;Q197;Medium;2023-07-06 04:36:00;2023-07-06 04:58:00;22,58
j is 25 % less than p and 20 % less than t . t is x % less than p . what is the value of x ?;"""let , p = 400 then j = ( 75 / 100 ) * 400 = 300 also j = ( 80 / 100 ) * t i . e . t = 300 * 100 / 80 = 375 and t = [ 1 - ( x / 100 ) ] * p i . e . 100 - x = 100 * t / p = 100 * 375 / 400 = 93.75 i . e . x = 6.25 answer : option d""";divide(multiply(25, 25), const_100);multiply(n0,n0)|divide(#0,const_100)|;general;Q555;Hard;2023-07-07 10:20:00;2023-07-07 11:15:00;55,09
denise is trying to open a safe whose combination she does not know . if the safe has 4000 possible combinations , and she can try 75 different possibilities , what is the probability that she does not pick the one correct combination .;when trying the first time the probability denise does n ' t pick the correct combination = 3999 / 4000 second time , as the total number of possible combinations reduced by one , not picking the right one would be 3998 / 3999 . third time 3997 / 3998 . . . and the same 75 times . so we get : 3999 / 4000 ∗ 3998 / 3999 ∗ . . . ∗ 3925 / 39263999 / 4000 ∗ 3998 / 3999 ∗ . . . ∗ 3925 / 3926 every denominator but the first will cancel out and every nominator but the last will cancel out as well . we ' ll get 3925 / 4000 = 157 / 160 . answer : c .;divide(subtract(4000, 75), 4000);subtract(n0,n1)|divide(#0,n0);probability;Q616;Hard;2023-07-08 00:55:00;2023-07-08 01:19:00;24,55
what percent is 36 paisa ' s of 12 rupees ?;"""12 rupees = 1200 paisa ' s 36 / 1200 × 100 = 3 / 12 12 / 3 = 3 % b""";multiply(divide(36, 12), const_100);divide(n0,n1)|multiply(#0,const_100)|;gain;Q134;Easy;2023-07-09 13:01:00;2023-07-09 13:15:00;14,4
in a market , a dozen eggs cost as much as a pound of rice , and a half - liter of kerosene costs as much as 8 eggs . if the cost of each pound of rice is $ 0.33 , then how many q cents does a liter of kerosene cost ? [ one dollar has 100 cents . ];"""main thing to remember is answer is asked in cents , however when we calculate , it comes up as 0.44 $ just multiply by 100 , answer q = 44 . d""";multiply(divide(divide(8, divide(const_1, const_2)), const_12), multiply(0.33, 100));divide(const_1,const_2)|multiply(n1,n2)|divide(n0,#0)|divide(#2,const_12)|multiply(#3,#1)|;general;Q536;Hard;2023-07-09 13:50:00;2023-07-09 14:19:00;29,97
two spheres of their radios in the ratio 4 : 3 . find its volumes ratio ?;sphere volume ( v ) = 4 / 3 π r ( power 3 ) : 4 / 3 π r ( power 3 ) = 4 ( power 3 ) : 3 ( power 3 ) = 64 : 27 answer is d .;divide(volume_sphere(4), volume_sphere(3));volume_sphere(n0)|volume_sphere(n1)|divide(#0,#1);other;Q504;Hard;2023-07-09 22:25:00;2023-07-09 23:19:00;54,02
bhaman travelled for 15 hours . he covered the first half of the distance at 40 kmph and remaining half of the distance at 10 kmph . find the distance travelled by bhaman ?;let the distance travelled be x km . total time = ( x / 2 ) / 40 + ( x / 2 ) / 10 = 15 = > x / 80 + x / 20 = 15 = > ( x + 4 x ) / 80 = 15 = > x = 240 km answer : a;multiply(divide(15, add(divide(multiply(const_2, 40), const_10), divide(multiply(const_2, 10), const_10))), multiply(multiply(divide(multiply(const_2, 40), const_10), divide(multiply(const_2, 10), const_10)), const_10));multiply(n1,const_2)|multiply(n2,const_2)|divide(#0,const_10)|divide(#1,const_10)|add(#2,#3)|multiply(#2,#3)|divide(n0,#4)|multiply(#5,const_10)|multiply(#6,#7);physics;Q544;Medium;2023-07-10 02:06:00;2023-07-10 02:43:00;37,85
three pipes of same capacity can fill a tank in 8 hours . if there are only two pipes of same capacity , the tank can be filled in .;the part of the tank filled by three pipes in one hour = 1 / 8 = > the part of the tank filled by two pipes in 1 hour = 2 / 3 * 1 / 8 = 1 / 12 . the tank can be filled in 12 hours . answer : b;inverse(multiply(divide(const_2, const_3), divide(const_1, 8)));divide(const_2,const_3)|divide(const_1,n0)|multiply(#0,#1)|inverse(#2);physics;Q672;Hard;2023-07-11 04:35:00;2023-07-11 05:33:00;58,82
calculate the number of bricks , each measuring 25 cm x 15 cm x 8 cm required to construct a wall of dimensions 10 m x 4 cm x 6 m when 10 % of its volume is occupied by mortar ?;explanation : let the number of bricks be ' n ' 10 x 4 / 100 x 6 x 90 / 100 = 25 / 100 x 15 / 100 x 8 / 100 x n 10 x 4 x 6 x 90 = 15 x 2 x n = > n = 720 . answer is a;divide(multiply(multiply(multiply(10, divide(4, const_100)), 6), subtract(const_1, divide(10, const_100))), multiply(multiply(divide(25, const_100), divide(15, const_100)), divide(8, const_100)));divide(n4,const_100)|divide(n3,const_100)|divide(n2,const_100)|divide(n0,const_100)|divide(n1,const_100)|multiply(n3,#0)|multiply(#3,#4)|subtract(const_1,#1)|multiply(n5,#5)|multiply(#2,#6)|multiply(#8,#7)|divide(#10,#9);physics;Q398;Medium;2023-07-11 05:08:00;2023-07-11 05:34:00;26,11
if the side length of square b is three times that of square a , the area of square b is how many times the area of square a ?;"""let x be the side length of square a . then the area of square a is x ^ 2 . the area of square b is ( 3 x ) ^ 2 = 9 x ^ 2 . the answer is a .""";multiply(const_4, const_4);multiply(const_4,const_4)|;geometry;Q257;Hard;2023-07-12 21:25:00;2023-07-12 22:00:00;35,81
the lcm and hcf of two numbers are 8 and 48 respectively . if one of them is 24 , find the other ?;hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d;divide(multiply(8, 48), 24);multiply(n0,n1)|divide(#0,n2);physics;Q388;Easy;2023-07-12 22:54:00;2023-07-12 23:09:00;15,45
in a party every person shakes hands with every other person . if there are 105 hands shakes , find the number of person in the party .;"""let n be the number of persons in the party . number of hands shake = 105 ; total number of hands shake is given by nc 2 . now , according to the question , nc 2 = 105 ; or , n ! / [ 2 ! * ( n - 2 ) ! ] = 105 ; or , n * ( n - 1 ) / 2 = 105 ; or , n 2 - n = 210 ; or , n 2 - n - 210 = 0 ; or , n = 15 , - 14 ; but , we can not take negative value of n . so , n = 15 i . e . number of persons in the party = 15 . option d""";divide(add(sqrt(add(multiply(multiply(105, const_2), const_4), const_1)), const_1), const_2);multiply(n0,const_2)|multiply(#0,const_4)|add(#1,const_1)|sqrt(#2)|add(#3,const_1)|divide(#4,const_2)|;general;Q087;Medium;2023-07-13 21:27:00;2023-07-13 22:09:00;42,97
a lawn is in the form of a rectangle having its sides in the ratio 2 : 3 . the area of the lawn is ( 1 / 6 ) hectares . find the length and breadth of the lawn .;let length = 2 x meters and breadth = 3 x meter . now , area = ( 1 / 6 ) x 1000 m 2 = 5000 / 3 m 2 so , 2 x * 3 x = 5000 / 3 < = > x 2 = 2500 / 9 < = > x = 50 / 3 therefore length = 2 x = ( 100 / 3 ) m = 33 ( 1 / 3 ) m and breadth = 3 x = 3 ( 50 / 3 ) m = 50 m . answer is a;divide(multiply(divide(multiply(const_10, const_1000), 6), 3), const_100);multiply(const_10,const_1000)|divide(#0,n3)|multiply(n1,#1)|divide(#2,const_100);geometry;Q357;Easy;2023-07-14 21:13:00;2023-07-14 21:41:00;28,22
3 years ago , the average age of a , b and c was 27 years and that of b and c 5 years ago was 20 years . a ’ s present age is :;explanation : sum of the present ages of a , b and c = ( 27 × 3 + 3 × 3 ) years = 90 years . sum of the present ages of b and c = ( 20 × 2 + 5 × 2 ) years = 50 years . a ' s present age = 90 – 50 = 40 years . answer : c;subtract(add(multiply(27, 3), multiply(3, 3)), add(multiply(20, const_2), multiply(5, const_2)));multiply(n0,n1)|multiply(n0,n0)|multiply(n3,const_2)|multiply(n2,const_2)|add(#0,#1)|add(#2,#3)|subtract(#4,#5);general;Q110;Easy;2023-07-14 22:54:00;2023-07-14 23:10:00;16,01
a is thrice as good as workman as b and therefore is able to finish a job in 60 days less than b . working together , they can do it in :;ratio of times taken by a and b = 1 : 3 . the time difference is ( 3 - 1 ) 2 days while b take 3 days and a takes 1 day . if difference of time is 2 days , b takes 3 days . if difference of time is 60 days , b takes ( 3 / 2 * 60 ) = 90 days so , a takes 30 days to do the work . a ' s 1 day ' s work = 1 / 30 b ' s 1 day ' s work = 1 / 90 ( a + b ) ' s 1 day ' s work = ( 1 / 30 + 1 / 90 ) = 4 / 90 = 2 / 45 a and b together can do the work in 45 / 2 = 22 1 / 2 days answer = b;multiply(add(const_4, const_1), divide(const_1, add(divide(const_1, divide(60, const_2)), divide(const_1, add(divide(60, const_2), 60)))));add(const_1,const_4)|divide(n0,const_2)|add(n0,#1)|divide(const_1,#1)|divide(const_1,#2)|add(#3,#4)|divide(const_1,#5)|multiply(#0,#6);physics;Q474;Hard;2023-07-15 12:48:00;2023-07-15 13:19:00;31,99
what is the difference between the largest number and the least number written with the figures 3 , 4 , 7 , 0 , 3 ?;"""74330 largest 30347 smallest - - - - - - - - - - - - - 43983 answer : c""";subtract(add(add(add(multiply(multiply(3, const_100), const_10), multiply(0, const_100)), multiply(4, const_10)), 7), add(add(add(const_1000, multiply(4, const_100)), multiply(0, const_10)), 3));multiply(n0,const_100)|multiply(n3,const_100)|multiply(n1,const_10)|multiply(n1,const_100)|multiply(n3,const_10)|add(#3,const_1000)|multiply(#0,const_10)|add(#6,#1)|add(#5,#4)|add(#7,#2)|add(n0,#8)|add(n2,#9)|subtract(#11,#10)|;general;Q505;Medium;2023-07-15 17:54:00;2023-07-15 18:09:00;15,56
the average of 5 consecutive even numbers a , b , c , d and e is 20 . what percent of e is d ?;explanation : in such a case the middle number ( c ) is the average ∴ c = 20 and d = 22 and e = 24 required percentage = 22 / 24 x 100 = 91.7 answer : option b;multiply(divide(add(add(add(subtract(20, divide(add(add(add(const_2, multiply(const_2, const_2)), multiply(const_2, const_3)), multiply(const_2, const_4)), 5)), const_2), const_2), const_2), add(add(add(add(subtract(20, divide(add(add(add(const_2, multiply(const_2, const_2)), multiply(const_2, const_3)), multiply(const_2, const_4)), 5)), const_2), const_2), const_2), const_2)), const_100);multiply(const_2,const_2)|multiply(const_2,const_3)|multiply(const_2,const_4)|add(#0,const_2)|add(#3,#1)|add(#4,#2)|divide(#5,n0)|subtract(n1,#6)|add(#7,const_2)|add(#8,const_2)|add(#9,const_2)|add(#10,const_2)|divide(#10,#11)|multiply(#12,const_100);general;Q198;Hard;2023-07-17 06:55:00;2023-07-17 07:20:00;25,2
a couple who own an appliance store discover that if they advertise a sales discount of 10 % on every item in the store , at the end of one month the number of total items sold increases 10 % . their gross income from sales for one month decreases by what percent ?;"""let p be the original price and let x be the number of items sold originally . the original income is p * x . after the changes , the income is 0.9 p * 1.1 x = 0.99 * ( p * x ) , a decrease of 1 % . the answer is a .""";subtract(subtract(10, 10), divide(10, 10));divide(n1,n0)|subtract(n1,n0)|subtract(#1,#0)|;gain;Q161;Easy;2023-07-17 07:24:00;2023-07-17 07:43:00;19,75
on a certain day , orangeade was made by mixing a certain amount of orange juice with an equal amount of water . on the next day , orangeade was made by mixing the same amount of orange juice with twice the amount of water . on both days , all the orangeade that was made was sold . if the revenue from selling the orangeade was the same for both days and if the orangeade was sold at $ 0.60 per glass on the first day , what was the price per f glass on the second day ?;"""on the first day 1 unit of orange juice and 1 unit of water was used to make 2 units of orangeade ; on the second day 1 unit of orange juice and 2 units of water was used to make 3 units of orangeade ; so , the ratio of the amount of orangeade made on the first day to the amount of orangeade made on the second day is 2 to 3 . naturally the ratio of the # of glasses of orangeade made on the first day to the # of glasses of orangeade made on the second day is 2 to 3 . we are told thatthe revenue from selling the orangeade was the same for both daysso the revenue from 2 glasses on the first day equals to the revenue from 3 glasses on the second day . say the price of the glass of the orangeade on the second day was $ x then 2 * 0.6 = 3 * x - - > x = $ 0.4 . answer : d .""";divide(multiply(add(const_1, const_1), 0.60), add(const_1, const_2));add(const_1,const_1)|add(const_1,const_2)|multiply(n0,#0)|divide(#2,#1)|;general;Q667;Easy;2023-07-17 16:58:00;2023-07-17 17:21:00;23,09
assume all pieces of rope are equal . if 44 pieces of rope measure a feet , how long would b pieces of rope be in inches ?;44 ropes measure a feet or 12 * a inches 1 rope will measure = 12 * a / 44 = 6 * a / 22 = 3 * a / 11 b piece of rope measure = b * 3 * a / 11 = 3 ab / 11 hence , the answer is e .;divide(const_12, 44);divide(const_12,n0);general;Q073;Easy;2023-07-17 20:23:00;2023-07-17 20:40:00;17,9
18800 / 470 / 20;"""explanation : 18800 / 470 / 20 = ( 18800 / 470 ) / 20 = 40 / 20 = 2 answer : b""";divide(18800, 470);divide(n0,n1)|;general;Q283;Easy;2023-07-18 02:28:00;2023-07-18 02:42:00;14,33
in the seaside summer camp there are 50 children . 90 % of the children are boys and the rest are girls . the camp administrator decided to make the number of girls only 5 % of the total number of children in the camp . how many more boys must she bring to make that happen ?;given there are 50 students in the seaside summer camp , 90 % of 50 = 45 boys and remaining 5 girls . now here 90 % are boys and 10 % are girls . now question is asking about how many boys do we need to add , to make the girls percentage to 5 or 5 % . . if we add 50 to existing 45 then the count will be 95 and the girls number will be 5 as it . now boys are 95 % and girls are 5 % . ( out of 100 students = 95 boys + 5 girls ) . imo option a is correct .;subtract(divide(multiply(subtract(50, divide(multiply(90, 50), const_100)), const_100), 5), 50);multiply(n0,n1)|divide(#0,const_100)|subtract(n0,#1)|multiply(#2,const_100)|divide(#3,n2)|subtract(#4,n0);general;Q693;Medium;2023-07-18 20:41:00;2023-07-18 21:14:00;33,48
the average price of 3 items of furniture is rs . 15000 . if their prices are in the ratio 2 : 4 : 8 , the price of the cheapest item is ?;let their prices be 3 x , 5 x and 7 x . then , 2 x + 6 x + 8 x = ( 15000 * 3 ) or x = 2812.5 . cost of cheapest item = 2 x = rs . 5625 . answer : c;divide(multiply(3, 15000), 8);multiply(n0,n1)|divide(#0,n4);general;Q147;Medium;2023-07-20 01:52:00;2023-07-20 02:12:00;20,65
in a group of 15 people , 8 read english , 7 read french while 3 of them read none of these two . how many of them read french and english both ?;"in the following venn diagram , f and e represent people who read french and english respectively . now , [ f + ( { f ∩ e } ) + e ] = 15 - 3 ( or ) f + e + ( f ∩ e ) = 12 . . . . . . ( 1 ) also , f + ( f ∩ e ) = 7 ; e + ( f ∩ e ) = 8 . by adding , f + e + 2 ( f ∩ e ) = 15 - - - - - - - - - - ( 2 ) by subtracting ( 1 ) from ( 2 ) , we get ( f ∩ e ) = 3 . ∴ 3 of them read both french and english . answer : b";subtract(add(8, 7), subtract(15, 3));add(n1,n2)|subtract(n0,n3)|subtract(#0,#1);other;Q640;Easy;2023-07-21 05:45:00;2023-07-21 05:59:00;14,67
miller street begins at baker street and runs directly east for 4.5 kilometers until it ends when it meets turner street . miller street is intersected every 250 meters by a perpendicular street , and each of those streets other than baker street and turner street is given a number beginning at 1 st street ( one block east of baker street ) and continuing consecutively ( 2 nd street , 3 rd street , etc . . . ) until the highest - numbered street one block west of turner street . what is the highest - numbered street that intersects miller street ?;"4.5 km / 250 m = 18 . however , the street at the 4.5 - km mark is not 18 th street ; it is turner street . therefore , the highest numbered street is 17 th street . the answer is c .";subtract(divide(4.5, divide(250, const_1000)), 1);divide(n1,const_1000)|divide(n0,#0)|subtract(#1,n2);physics;Q302;Medium;2023-07-21 07:31:00;2023-07-21 07:52:00;21,94
the pressure someone experiences as he or she dives deeper and deeper in the ocean increases linearly . on the surface , the pressure is close to 15 pounds per square inch . 33 feet below the surface , the pressure is 30 pounds . if 25000 pounds per sq inch can crush your bones , what depth is extremely dangerous for humans ?;solution : first , model the pressure ( p ) in terms of depth ( d ) with a linear equation . we will find the equation p = md + b use ( 0 , 15 ) and ( 33 , 30 ) to find m m = 30 - 15 / 33 - 0 m = 15 / 33 = 0.45 p = 0.45 d + b use ( 0 , 15 ) to find b 15 = 0.45 × 0 + b 15 = b p = 0.45 d + 15 25000 = 0.45 d + 15 25000 - 15 = 0.45 d + 15 - 15 24985 = 0.45 d d = 24985 / 0.45 = 55522 feet answer a;divide(divide(subtract(25000, 15), divide(subtract(30, 15), multiply(33, multiply(const_4, const_3)))), multiply(const_4, const_3));multiply(const_3,const_4)|subtract(n3,n0)|subtract(n2,n0)|multiply(n1,#0)|divide(#2,#3)|divide(#1,#4)|divide(#5,#0);geometry;Q330;Easy;2023-07-21 18:34:00;2023-07-21 18:43:00;9,37
in a class total 34 students , 16 are have a brother , 15 are have sisters , 9 students do n ' t have either brothers or sisters . find the number of students having both brother and sisters .;total number of students = 34 let a be the number of students have a brothers . let b be the number of students have a sisters . aub = number of students have either brothers or sisters = 34 - 9 = 25 n ( aub ) = n ( a ) + n ( b ) - n ( anb ) 25 = 16 + 15 - n ( anb ) n ( anb ) = 31 - 25 n ( anb ) = 6 the number of students having both brother and sisters = 6 answer : c;subtract(add(16, 15), subtract(34, 9));add(n1,n2)|subtract(n0,n3)|subtract(#0,#1);other;Q609;Medium;2023-07-22 21:21:00;2023-07-22 21:36:00;15,76
two numbers are less than a third number by 40 % and 47 % respectively . how much per cent is the second number less than the first ?;"""here , x = 40 and y = 47 therefore second number = [ [ ( 100 - y ) / ( 100 - x ) ] x 100 ] % of first number = [ [ ( 100 - 47 ) / ( 100 - 40 ) ] x 100 ] % of first number i . e , 88.3 % of the first . answer : b""";multiply(subtract(add(40, const_1), 40), const_10);add(n0,const_1)|subtract(#0,n0)|multiply(#1,const_10)|;general;Q260;Easy;2023-07-23 03:58:00;2023-07-23 04:13:00;15,54
shahrukh starts from barabanki to fatehpur , 1 hour after ajay starts . shahrukh meets kajol 1.5 hours after shahrukh starts . if the speed of shahrukh is at least 20 km / h faster than the speed of kajol . what is the minimum speed of shahrukh to overtake ajay , before he meets kajol ?;explanation : let t be the time after kajol starts , when she meets ajay , then \ inline t = \ frac { 300 } { ( x + y ) } this should be less than 2.5 or ( x + y ) > 120 since y = \ inline \ frac { 3 x } { 2 } \ inline \ rightarrow y > 72 this ( y > 72 ) is greater than 67.5 km / h and hence shahrukh will always overtake ajay before he meets kajol . answer : d;divide(subtract(multiply(multiply(20, const_3), const_10), multiply(20, const_3)), add(const_3, add(const_4, const_1)));add(const_1,const_4)|multiply(n2,const_3)|add(#0,const_3)|multiply(#1,const_10)|subtract(#3,#1)|divide(#4,#2);physics;Q313;Easy;2023-07-23 07:07:00;2023-07-23 07:24:00;17,73
1 ÷ [ 1 + 1 ÷ { 1 + 1 ÷ ( 1 ÷ 1 ) } ] = ?;explanation : 1 ÷ [ 1 + 1 ÷ { 1 + 1 ÷ ( 1 ÷ 1 ) } ] = 1 ÷ [ 1 + 1 ÷ { 1 + 1 ÷ 1 } ] = 1 ÷ [ 1 + 1 ÷ { 1 + 1 } ] = 1 ÷ [ 1 + 1 ÷ 2 ] = 1 ÷ [ 1 + ( 1 / 2 ) ] = 1 ÷ 3 / 2 = 1 × 3 / 2 = 1 × 2 / 3 = 2 / 3 answer : option c;divide(1, add(1, divide(1, add(1, divide(1, 1)))));divide(n0,n0)|add(n0,#0)|divide(n0,#1)|add(n0,#2)|divide(n0,#3);general;Q245;Easy;2023-07-25 12:28:00;2023-07-25 12:41:00;13,88
a recipe requires 2 1 / 2 ( mixed number ) cups of flour 2 3 / 4 ( mixed number ) cups of sugar and 1 1 / 3 ( mixed number ) cups of milk to make one cake . victor has 15 cups if flour , 16 cups of sugar and 8 cups of milk . what is the greatest number of cakes bil can make using this recipe ?;"""less work up front : go through each item and see what the greatest number of cakes you can make with each . the lowest of these will be the right answer . flour : 15 cups , we need 2.5 cups each . just keep going up the line to see how many cakes we can make : that means i can make 2 cakes with 5 cups , so 6 cakes overall with 15 cups . i ' ve already got the answer narrowed to either a or b . sugar : 16 cups , we need 2.75 cups each . same principle . i can make 2 cups with 5.5 cups , so to make 6 cakes i ' d need 16.5 cups . i do n ' t have that much sugar , so we ' re limited to 5 cakes . no need to even do milk because we ' re already at 5 . sugar will be the limiting factor . answer is a""";min(min(divide(15, add(2, divide(1, 2))), floor(divide(16, add(divide(3, 4), 2)))), divide(8, add(divide(1, 3), 1)));divide(n1,n4)|divide(n1,n0)|divide(n4,n5)|add(n1,#0)|add(n0,#1)|add(n0,#2)|divide(n11,#3)|divide(n9,#4)|divide(n10,#5)|floor(#8)|min(#7,#9)|min(#6,#10)|;general;Q517;Easy;2023-07-25 19:17:00;2023-07-25 19:37:00;20,2
a train running at a speed of 60 kmph crosses a pole in 18 seconds . what is the length of the train ?;60 kmph = 50 / 3 m / sec 50 / 3 * 18 = 300 m answer : b;multiply(divide(multiply(60, const_1000), const_3600), 18);multiply(n0,const_1000)|divide(#0,const_3600)|multiply(n1,#1);physics;Q280;Hard;2023-07-27 07:59:00;2023-07-27 08:40:00;41,25
a company conducted a survey about its two brands , a and b . x percent of respondents liked product a , ( x – 20 ) percent liked product b , 23 percent liked both products , and 23 percent liked neither product . what is the minimum number w of people surveyed by the company ?;"""100 = x + x - 20 + 23 - 23 x = 60 , so , product a = 60 % , product b = 40 % , both = 23 % , neither = 23 % 23 % of the total no . of people should be an integer . so , a , bc are out . 60 % of d and 40 % of d are both integers . so , d satisfies all conditions . so , answer is d .""";add(subtract(divide(add(add(subtract(const_100, 23), 23), 20), const_2), 20), divide(add(add(subtract(const_100, 23), 23), 20), const_2));subtract(const_100,n1)|add(n1,#0)|add(n0,#1)|divide(#2,const_2)|subtract(#3,n0)|add(#3,#4)|;other;Q483;Medium;2023-07-28 02:33:00;2023-07-28 03:11:00;38,51
